Date,Gold_Ret,VIX_diff,Rate_diff,War_Dummy,Interaction,Event
2021-10-04,0.005222509201740211,1.8599987030029297,0.001999974250793457,0,0.0,Russia-Ukraine
2021-10-05,-0.0037438217890526193,-1.6599998474121094,0.04800009727478027,0,-0.0,Russia-Ukraine
2021-10-06,0.0005113629953223071,-0.2999992370605469,-0.004999995231628418,0,-0.0,Russia-Ukraine
2021-10-07,-0.001477930901064451,-1.4599990844726562,0.04699993133544922,0,-0.0,Russia-Ukraine
2021-10-08,-0.0009105774646536376,-0.7700004577636719,0.03400003910064697,0,-0.0,Russia-Ukraine
2021-10-11,-0.000968454449423833,1.2299995422363281,0.008999943733215332,0,0.0,Russia-Ukraine
2021-10-12,0.00210656414060376,-0.14999961853027344,-0.03399991989135742,0,-0.0,Russia-Ukraine
2021-10-13,0.019933037412385866,-1.210000991821289,-0.03100001811981201,0,-0.0,Russia-Ukraine
2021-10-14,0.0016711234290114187,-1.779998779296875,-0.029999971389770508,0,-0.0,Russia-Ukraine
2021-10-15,-0.01655527628627928,-0.5600013732910156,0.056999921798706055,0,-0.0,Russia-Ukraine
2021-10-18,-0.001358948308654003,0.010000228881835938,0.008000016212463379,0,0.0,Russia-Ukraine
2021-10-19,0.0027726159189181846,-0.6099996566772461,0.050999999046325684,0,-0.0,Russia-Ukraine
2021-10-20,0.008104059610460861,-0.21000003814697266,0.001000046730041504,0,-0.0,Russia-Ukraine
2021-10-21,-0.0016268056619152453,-0.4799995422363281,0.039999961853027344,0,-0.0,Russia-Ukraine
2021-10-22,0.00799626763164088,0.4200000762939453,-0.021000027656555176,0,0.0,Russia-Ukraine
2021-10-25,0.005830920310793144,-0.1900005340576172,-0.019999980926513672,0,-0.0,Russia-Ukraine
2021-10-26,-0.0073916189533362806,0.7399997711181641,-0.016000032424926758,0,0.0,Russia-Ukraine
2021-10-27,0.0028964946878651475,1.0,-0.08999991416931152,0,0.0,Russia-Ukraine
2021-10-28,0.0020558146825891866,-0.4499988555908203,0.03899991512298584,0,-0.0,Russia-Ukraine
2021-10-29,-0.0103778065309083,-0.2700004577636719,-0.010999917984008789,0,-0.0,Russia-Ukraine
2021-11-01,0.006763378213492534,0.14999961853027344,0.018000006675720215,0,0.0,Russia-Ukraine
2021-11-02,-0.003571645375540873,-0.37999916076660156,-0.026000022888183594,0,-0.0,Russia-Ukraine
2021-11-03,-0.014131911060620329,-0.9300003051757812,0.029999971389770508,0,-0.0,Russia-Ukraine
2021-11-04,0.01653303396466099,0.3399991989135742,-0.0549999475479126,0,0.0,Russia-Ukraine
2021-11-05,0.012966339059569584,1.0399999618530273,-0.0710000991821289,0,0.0,Russia-Ukraine
2021-11-08,0.006037671259816749,0.7399997711181641,0.04400002956390381,0,0.0,Russia-Ukraine
2021-11-09,0.0015310188776383894,0.5600013732910156,-0.06499993801116943,0,0.0,Russia-Ukraine
2021-11-10,0.009462262540359543,0.9499988555908203,0.1279999017715454,0,0.0,Russia-Ukraine
2021-11-11,0.00840792702102006,-1.0699996948242188,0.0,0,-0.0,Russia-Ukraine
2021-11-12,0.002519404872046127,-1.3699989318847656,0.02200007438659668,0,-0.0,Russia-Ukraine
2021-11-15,-0.0009641397790913792,0.1999988555908203,0.04100000858306885,0,0.0,Russia-Ukraine
2021-11-16,-0.006720997509486058,-0.11999893188476562,0.010999917984008789,0,-0.0,Russia-Ukraine
2021-11-17,0.008648283108735479,0.7399997711181641,-0.029999971389770508,0,0.0,Russia-Ukraine
2021-11-18,-0.004663986413490948,0.4799995422363281,-0.014999985694885254,0,0.0,Russia-Ukraine
2021-11-19,-0.005279926579310966,0.31999969482421875,-0.05299997329711914,0,0.0,Russia-Ukraine
2021-11-22,-0.02471959608600904,1.260000228881836,0.08899998664855957,0,0.0,Russia-Ukraine
2021-11-23,-0.012536729177984571,0.20999908447265625,0.04200005531311035,0,0.0,Russia-Ukraine
2021-11-24,0.0003363468974658657,-0.7999992370605469,-0.02200007438659668,0,-0.0,Russia-Ukraine
2021-11-26,0.0006724229725988722,10.040000915527344,-0.1629999876022339,0,0.0,Russia-Ukraine
2021-11-29,-0.00168180324307445,-5.660001754760742,0.04799997806549072,0,-0.0,Russia-Ukraine
2021-11-30,-0.0048933268890934195,4.230001449584961,-0.08700001239776611,0,0.0,Russia-Ukraine
2021-12-01,0.00450045770286688,3.9300003051757812,-0.008999943733215332,0,0.0,Russia-Ukraine
2021-12-02,-0.011800393739534874,-3.1700000762939453,0.01399993896484375,0,-0.0,Russia-Ukraine
2021-12-03,0.012024899530579426,2.719999313354492,-0.10499989986419678,0,0.0,Russia-Ukraine
2021-12-06,-0.0025284463533586377,-3.489999771118164,0.09099996089935303,0,-0.0,Russia-Ukraine
2021-12-07,0.0028650763234604835,-5.290000915527344,0.046000003814697266,0,-0.0,Russia-Ukraine
2021-12-08,0.0004487093895392277,-1.989999771118164,0.028999924659729004,0,-0.0,Russia-Ukraine
2021-12-09,-0.004946636746660119,1.6800003051757812,-0.02199995517730713,0,0.0,Russia-Ukraine
2021-12-10,0.004666234090444804,-2.8899993896484375,0.001999974250793457,0,-0.0,Russia-Ukraine
2021-12-13,0.001905203055442121,1.6199989318847656,-0.06499993801116943,0,0.0,Russia-Ukraine
2021-12-14,-0.008940945262643642,1.5799999237060547,0.01399993896484375,0,0.0,Russia-Ukraine
2021-12-15,-0.00441554571258348,-2.5999984741210938,0.02500009536743164,0,-0.0,Russia-Ukraine
2021-12-16,0.019105998391674383,1.279998779296875,-0.04100000858306885,0,0.0,Russia-Ukraine
2021-12-17,0.003999601595126616,1.0,-0.020000100135803223,0,0.0,Russia-Ukraine
2021-12-20,-0.0056150794682417494,1.3000011444091797,0.01700007915496826,0,0.0,Russia-Ukraine
2021-12-21,-0.0032387379200195265,-1.8600006103515625,0.0679999589920044,0,-0.0,Russia-Ukraine
2021-12-22,0.007633384981113343,-2.3800010681152344,-0.029999971389770508,0,-0.0,Russia-Ukraine
2021-12-23,0.005314436655823481,-0.6700000762939453,0.03600001335144043,0,-0.0,Russia-Ukraine
2021-12-27,-0.001713025395370446,-0.279998779296875,-0.012000083923339844,0,-0.0,Russia-Ukraine
2021-12-28,0.0011607527646842581,-0.1399993896484375,0.0,0,-0.0,Russia-Ukraine
2021-12-29,-0.0028213310498173137,-0.5900001525878906,0.06200003623962402,0,-0.0,Russia-Ukraine
2021-12-30,0.004201441162821637,0.37999916076660156,-0.02799999713897705,0,0.0,Russia-Ukraine
2021-12-31,0.00813149309174338,-0.1100006103515625,-0.003000020980834961,0,-0.0,Russia-Ukraine
2022-01-03,-0.015495623073024625,-0.6199989318847656,0.11600005626678467,0,-0.0,Russia-Ukraine
2022-01-04,0.00808106212417286,0.3099994659423828,0.039999961853027344,0,0.0,Russia-Ukraine
2022-01-05,0.005826419855790741,2.8199996948242188,0.037000060081481934,0,0.0,Russia-Ukraine
2022-01-06,-0.019871699829780518,-0.11999893188476562,0.02799999713897705,0,-0.0,Russia-Ukraine
2022-01-07,0.0046295360824668225,-0.8500003814697266,0.03799998760223389,0,-0.0,Russia-Ukraine
2022-01-10,0.0007787864912479449,0.6399993896484375,0.008999943733215332,0,0.0,Russia-Ukraine
2022-01-11,0.011169566592358682,-0.9899997711181641,-0.03399991989135742,0,-0.0,Russia-Ukraine
2022-01-12,0.004717752871602087,-0.7899990081787109,-0.021000027656555176,0,-0.0,Russia-Ukraine
2022-01-13,-0.0032891160891035777,2.6899986267089844,-0.0140000581741333,0,0.0,Russia-Ukraine
2022-01-14,-0.0025840249884074937,-1.1199989318847656,0.06099998950958252,0,-0.0,Russia-Ukraine
2022-01-18,-0.002314788905823573,3.6000003814697266,0.09300005435943604,0,0.0,Russia-Ukraine
2022-01-19,0.016852139555948643,1.0599994659423828,-0.03799998760223389,0,0.0,Russia-Ukraine
2022-01-20,-0.00032557824789001627,1.739999771118164,0.005999922752380371,0,0.0,Russia-Ukraine
2022-01-21,-0.00582422843878814,3.260000228881836,-0.08599996566772461,0,0.0,Russia-Ukraine
2022-01-24,0.005389914964327385,1.0499992370605469,-0.011999964714050293,0,0.0,Russia-Ukraine
2022-01-25,0.005954976611818967,1.260000228881836,0.04799997806549072,0,0.0,Russia-Ukraine
2022-01-26,-0.01238267432546163,0.7999992370605469,0.06500005722045898,0,0.0,Russia-Ukraine
2022-01-27,-0.02020380869292505,-1.4699993133544922,-0.04100000858306885,0,-0.0,Russia-Ukraine
2022-01-28,-0.004695120268889005,-2.8299999237060547,-0.02500009536743164,0,-0.0,Russia-Ukraine
2022-01-31,0.005642617008805025,-2.8299999237060547,0.0,0,-0.0,Russia-Ukraine
2022-02-01,0.002948322863412963,-2.8700008392333984,0.018000006675720215,0,-0.0,Russia-Ukraine
2022-02-02,0.0049313868291021275,0.13000106811523438,-0.03399991989135742,0,0.0,Russia-Ukraine
2022-02-03,-0.0034327874115770577,2.260000228881836,0.06099998950958252,0,0.0,Russia-Ukraine
2022-02-04,0.0019946679986083213,-1.1300010681152344,0.10299992561340332,0,-0.0,Russia-Ukraine
2022-02-07,0.007719491459363494,-0.3599987030029297,-0.01399993896484375,0,-0.0,Russia-Ukraine
2022-02-08,0.003290198230438897,-1.4200000762939453,0.03799998760223389,0,-0.0,Russia-Ukraine
2022-02-09,0.004697138876945367,-1.480001449584961,-0.02499997615814209,0,-0.0,Russia-Ukraine
2022-02-10,0.0005447513489833872,3.950000762939453,0.10199987888336182,0,0.0,Russia-Ukraine
2022-02-11,0.002502094128990784,3.450000762939453,-0.07599985599517822,0,0.0,Russia-Ukraine
2022-02-14,0.014668053542140463,0.9699993133544922,0.04100000858306885,0,0.0,Russia-Ukraine
2022-02-15,-0.007091439946204802,-2.6299991607666016,0.04900002479553223,0,-0.0,Russia-Ukraine
2022-02-16,0.008268451050258554,-1.4099998474121094,0.0019998550415039062,0,-0.0,Russia-Ukraine
2022-02-17,0.016176862774401283,3.8199996948242188,-0.07499992847442627,0,0.0,Russia-Ukraine
2022-02-18,-0.0011054540785265011,-0.3600006103515625,-0.039999961853027344,0,-0.0,Russia-Ukraine
2022-02-22,0.003942497337925904,1.0599994659423828,0.015999913215637207,0,0.0,Russia-Ukraine
2022-02-23,0.0016250236299235957,2.210000991821289,0.029000043869018555,0,0.0,Russia-Ukraine
2022-02-24,0.008293621186042542,-0.7000007629394531,-0.008000016212463379,1,-0.7000007629394531,Russia-Ukraine
2022-02-25,-0.020254641338243038,-2.729999542236328,0.01699995994567871,1,-2.729999542236328,Russia-Ukraine
2022-02-28,0.006814799258052393,2.559999465942383,-0.14699995517730713,1,2.559999465942383,Russia-Ukraine
2022-03-01,0.022386274771780384,3.1700000762939453,-0.13199996948242188,1,3.1700000762939453,Russia-Ukraine
2022-03-02,-0.011130495531632012,-2.5799999237060547,0.15799999237060547,1,-2.5799999237060547,Russia-Ukraine
2022-03-03,0.007003374578962224,-0.26000022888183594,-0.021000027656555176,1,-0.26000022888183594,Russia-Ukraine
2022-03-04,0.015745908688366235,1.5,-0.12000000476837158,1,1.5,Russia-Ukraine
2022-03-07,0.014549409887335826,4.470001220703125,0.027000069618225098,1,4.470001220703125,Russia-Ukraine
2022-03-08,0.022906282220362194,-1.3199996948242188,0.12099993228912354,1,-1.3199996948242188,Russia-Ukraine
2022-03-09,-0.026926590113771603,-2.6800003051757812,0.07599997520446777,1,-2.6800003051757812,Russia-Ukraine
2022-03-10,0.00612449262362708,-2.220001220703125,0.06299996376037598,1,-2.220001220703125,Russia-Ukraine
2022-03-11,-0.007737189270018215,0.5200004577636719,-0.006999969482421875,1,0.5200004577636719,Russia-Ukraine
2022-03-14,-0.011719169211706966,1.0200004577636719,0.1360001564025879,1,1.0200004577636719,Russia-Ukraine
2022-03-15,-0.015997859657440227,-1.9400005340576172,0.019999980926513672,1,-1.9400005340576172,Russia-Ukraine
2022-03-16,-0.010686925640050688,-3.1599998474121094,0.0279998779296875,1,-3.1599998474121094,Russia-Ukraine
2022-03-17,0.017714276252213116,-1.0,0.003999948501586914,1,-1.0,Russia-Ukraine
2022-03-18,-0.007182949353329487,-1.7999992370605469,-0.04399991035461426,1,-1.7999992370605469,Russia-Ukraine
2022-03-21,0.00020743851021229863,-0.3400001525878906,0.16700005531311035,1,-0.3400001525878906,Russia-Ukraine
2022-03-22,-0.004104660928568712,-0.5900001525878906,0.05799984931945801,1,-0.5900001525878906,Russia-Ukraine
2022-03-23,0.008244168082008863,0.6299991607666016,-0.051999807357788086,1,0.6299991607666016,Russia-Ukraine
2022-03-24,0.012826608725129677,-1.8999996185302734,0.019999980926513672,1,-1.8999996185302734,Russia-Ukraine
2022-03-25,-0.0039842350856929614,-0.8600006103515625,0.1510000228881836,1,-0.8600006103515625,Russia-Ukraine
2022-03-28,-0.007294465566171339,-1.1800003051757812,-0.015000104904174805,1,-1.1800003051757812,Russia-Ukraine
2022-03-29,-0.014331939032686957,-0.7299995422363281,-0.07699990272521973,1,-0.7299995422363281,Russia-Ukraine
2022-03-30,0.011182017436005276,0.43000030517578125,-0.04200005531311035,1,0.43000030517578125,Russia-Ukraine
2022-03-31,0.00808717487165785,1.2299995422363281,-0.031000137329101562,1,1.2299995422363281,Russia-Ukraine
2022-04-01,-0.015562693516428947,-0.9300003051757812,0.05000019073486328,1,-0.9300003051757812,Russia-Ukraine
2022-04-04,0.005249070482197901,-1.0599994659423828,0.034999847412109375,1,-1.0599994659423828,Russia-Ukraine
2022-04-05,-0.003270908031756635,2.460000991821289,0.14400005340576172,1,2.460000991821289,Russia-Ukraine
2022-04-06,-0.0023429578535094993,1.0699996948242188,0.05299997329711914,1,1.0699996948242188,Russia-Ukraine
2022-04-07,0.007995486299766241,-0.5500011444091797,0.042999982833862305,1,-0.5500011444091797,Russia-Ukraine
2022-04-08,0.004025358538914993,-0.3899993896484375,0.06100010871887207,1,-0.3899993896484375,Russia-Ukraine
2022-04-11,0.0013896773770587837,3.210000991821289,0.06699991226196289,1,3.210000991821289,Russia-Ukraine
2022-04-12,0.014196912221042413,-0.1100006103515625,-0.05500006675720215,1,-0.1100006103515625,Russia-Ukraine
2022-04-13,0.004502815262256247,-2.440000534057617,-0.037999868392944336,1,-2.440000534057617,Russia-Ukraine
2022-04-14,-0.0051114641128363805,0.8800010681152344,0.14100003242492676,1,0.8800010681152344,Russia-Ukraine
2022-04-18,0.006070128331346491,-0.5300006866455078,0.03399991989135742,1,-0.5300006866455078,Russia-Ukraine
2022-04-19,-0.013812271285541397,-0.7999992370605469,0.051000118255615234,1,-0.7999992370605469,Russia-Ukraine
2022-04-20,-0.001739970932198888,-1.0500011444091797,-0.07300019264221191,1,-1.0500011444091797,Russia-Ukraine
2022-04-21,-0.0037976152973985644,2.3600006103515625,0.07700014114379883,1,2.3600006103515625,Russia-Ukraine
2022-04-22,-0.007172570973407727,5.529998779296875,-0.01100015640258789,1,5.529998779296875,Russia-Ukraine
2022-04-25,-0.019769510187740744,-1.1899986267089844,-0.07999992370605469,1,-1.1899986267089844,Russia-Ukraine
2022-04-26,0.0043219765242018485,6.5,-0.053999900817871094,1,6.5,Russia-Ukraine
2022-04-27,-0.008185296301079753,-1.9200000762939453,0.046000003814697266,1,-1.9200000762939453,Russia-Ukraine
2022-04-28,0.0014835623851351678,-1.6100006103515625,0.04499983787536621,1,-1.6100006103515625,Russia-Ukraine
2022-04-29,0.010847972444223454,3.410001754760742,0.024000167846679688,1,3.410001754760742,Russia-Ukraine
2022-05-02,-0.02519292038456543,-1.0600013732910156,0.10899996757507324,1,-1.0600013732910156,Russia-Ukraine
2022-05-03,0.0037527518532821575,-3.0900001525878906,-0.03600001335144043,1,-3.0900001525878906,Russia-Ukraine
2022-05-04,-0.0009636752202483986,-3.8299999237060547,-0.042999982833862305,1,-3.8299999237060547,Russia-Ukraine
2022-05-05,0.003742319256644968,5.780000686645508,0.14899992942810059,1,5.780000686645508,Russia-Ukraine
2022-05-06,0.003834661316685816,-1.010000228881836,0.056999921798706055,1,-1.010000228881836,Russia-Ukraine
2022-05-09,-0.012893727062383077,4.559999465942383,-0.04399991035461426,1,4.559999465942383,Russia-Ukraine
2022-05-10,-0.00930488248338918,-1.7599983215332031,-0.08599996566772461,1,-1.7599983215332031,Russia-Ukraine
2022-05-11,0.006878809072376239,-0.43000030517578125,-0.07200002670288086,1,-0.43000030517578125,Russia-Ukraine
2022-05-12,-0.015667781369351496,-0.7900009155273438,-0.10400009155273438,1,-0.7900009155273438,Russia-Ukraine
2022-05-13,-0.009032901296614637,-2.8999996185302734,0.11800003051757812,1,-2.8999996185302734,Russia-Ukraine
2022-05-16,0.003369317747265814,-1.4000015258789062,-0.05799984931945801,1,-1.4000015258789062,Russia-Ukraine
2022-05-17,0.0025882941096002548,-1.3699989318847656,0.09099984169006348,1,-1.3699989318847656,Russia-Ukraine
2022-05-18,-0.0012657478221988101,4.85999870300293,-0.0820000171661377,1,4.85999870300293,Russia-Ukraine
2022-05-19,0.013836280412998598,-1.6099987030029297,-0.03099989891052246,1,-1.6099987030029297,Russia-Ukraine
2022-05-20,0.00032587437499885286,0.07999992370605469,-0.06800007820129395,1,0.07999992370605469,Russia-Ukraine
2022-05-23,0.003252387863293797,-0.9500007629394531,0.07200002670288086,1,-0.9500007629394531,Russia-Ukraine
2022-05-24,0.009318889191803466,0.970001220703125,-0.0989999771118164,1,0.970001220703125,Russia-Ukraine
2022-05-25,-0.01018521174530886,-1.0799999237060547,-0.010999917984008789,1,-1.0799999237060547,Russia-Ukraine
2022-05-26,0.0006498122657287857,-0.8700008392333984,0.006999969482421875,1,-0.8700008392333984,Russia-Ukraine
2022-05-27,0.0021088629963046065,-1.7800006866455078,-0.013000011444091797,1,-1.7800006866455078,Russia-Ukraine
2022-05-31,-0.004656260527504244,0.470001220703125,0.10100007057189941,1,0.470001220703125,Russia-Ukraine
2022-06-01,0.00032560914897010034,-0.5,0.08699989318847656,1,-0.5,Russia-Ukraine
2022-06-02,0.0125075493629948,-0.970001220703125,-0.017999887466430664,1,-0.970001220703125,Russia-Ukraine
2022-06-03,-0.011368949980497233,0.07000160217285156,0.04399991035461426,1,0.07000160217285156,Russia-Ukraine
2022-06-06,-0.003365401473737211,0.279998779296875,0.08100008964538574,1,0.279998779296875,Russia-Ukraine
2022-06-07,0.004502705921952788,-1.0499992370605469,-0.06600022315979004,1,-1.0499992370605469,Russia-Ukraine
2022-06-08,0.0023787784288539122,-0.060001373291015625,0.057000160217285156,1,-0.060001373291015625,Russia-Ukraine
2022-06-09,-0.001675345880327806,2.1300010681152344,0.014999866485595703,1,2.1300010681152344,Russia-Ukraine
2022-06-10,0.012203441973600668,1.6599998474121094,0.1119999885559082,1,1.6599998474121094,Russia-Ukraine
2022-06-13,-0.02351777533038834,6.270000457763672,0.21000003814697266,1,6.270000457763672,Russia-Ukraine
2022-06-14,-0.01017190901029815,-1.3300018310546875,0.11700010299682617,1,-1.3300018310546875,Russia-Ukraine
2022-06-15,0.00320020619069026,-3.069997787475586,-0.08800005912780762,1,-3.069997787475586,Russia-Ukraine
2022-06-16,0.016607812663686532,3.3299999237060547,-0.08800005912780762,1,3.3299999237060547,Russia-Ukraine
2022-06-17,-0.00548719263781298,-1.8200016021728516,-0.06799983978271484,1,-1.8200016021728516,Russia-Ukraine
2022-06-21,-0.0005449294523729552,-0.9399986267089844,0.06799983978271484,1,-0.9399986267089844,Russia-Ukraine
2022-06-22,-0.00016349682819632593,-1.239999771118164,-0.1510000228881836,1,-1.239999771118164,Russia-Ukraine
2022-06-23,-0.004699515565206118,0.09999847412109375,-0.08799982070922852,1,0.09999847412109375,Russia-Ukraine
2022-06-24,0.0004381188607517011,-1.8199996948242188,0.056999921798706055,1,-1.8199996948242188,Russia-Ukraine
2022-06-27,-0.003070669489849738,-0.279998779296875,0.0690000057220459,1,-0.279998779296875,Russia-Ukraine
2022-06-28,-0.001868967337812985,1.4099998474121094,0.012000083923339844,1,1.4099998474121094,Russia-Ukraine
2022-06-29,-0.0020929997061283,-0.20000076293945312,-0.11300015449523926,1,-0.20000076293945312,Russia-Ukraine
2022-06-30,-0.005307091775332891,0.5499992370605469,-0.12100005149841309,1,0.5499992370605469,Russia-Ukraine
2022-07-01,-0.0028864583859110646,-2.009998321533203,-0.08299994468688965,1,-2.009998321533203,Russia-Ukraine
2022-07-05,-0.02083933914969923,0.8400001525878906,-0.07999992370605469,1,0.8400001525878906,Russia-Ukraine
2022-07-06,-0.015386252486003978,-0.8100013732910156,0.10400009155273438,1,-0.8100013732910156,Russia-Ukraine
2022-07-07,0.0017277129141139384,-0.6499996185302734,0.09499979019165039,1,-0.6499996185302734,Russia-Ukraine
2022-07-08,0.0015523655104664287,-1.4400005340576172,0.09300017356872559,1,-1.4400005340576172,Russia-Ukraine
2022-07-11,-0.006108458837354837,1.5300006866455078,-0.1100001335144043,1,1.5300006866455078,Russia-Ukraine
2022-07-12,-0.003880322870210738,1.1200008392333984,-0.03299999237060547,1,1.1200008392333984,Russia-Ukraine
2022-07-13,0.0063050981654516405,-0.470001220703125,-0.053999900817871094,1,-0.470001220703125,Russia-Ukraine
2022-07-14,-0.017274371209107783,-0.4200000762939453,0.0559999942779541,1,-0.4200000762939453,Russia-Ukraine
2022-07-15,-0.0012327780896654707,-2.1700000762939453,-0.029999971389770508,1,-2.1700000762939453,Russia-Ukraine
2022-07-18,0.003986361713753098,1.0699996948242188,0.029999971389770508,1,1.0699996948242188,Russia-Ukraine
2022-07-19,0.0004679742946601952,-0.7999992370605469,0.05900001525878906,1,-0.7999992370605469,Russia-Ukraine
2022-07-20,-0.006159280360534849,-0.6200008392333984,0.01699995994567871,1,-0.6200008392333984,Russia-Ukraine
2022-07-21,0.007736953992708003,-0.7699985504150391,-0.12599992752075195,1,-0.7699985504150391,Russia-Ukraine
2022-07-22,0.008372643085123987,-0.07999992370605469,-0.127000093460083,1,-0.07999992370605469,Russia-Ukraine
2022-07-25,-0.004700960831153482,0.3299999237060547,0.03699994087219238,1,0.3299999237060547,Russia-Ukraine
2022-07-26,-0.000756568166326809,1.3299999237060547,-0.03299999237060547,1,1.3299999237060547,Russia-Ukraine
2022-07-27,0.0008147256292718839,-1.4500007629394531,-0.05299997329711914,1,-1.4500007629394531,Russia-Ukraine
2022-07-28,0.017986345847998488,-0.9099998474121094,-0.05299997329711914,1,-0.9099998474121094,Russia-Ukraine
2022-07-29,0.007172964446712137,-1.0,-0.03900003433227539,1,-1.0,Russia-Ukraine
2022-08-01,0.003454221019280375,1.510000228881836,-0.03600001335144043,1,1.510000228881836,Russia-Ukraine
2022-08-02,0.001186393518112395,1.0900001525878906,0.13499999046325684,1,1.0900001525878906,Russia-Ukraine
2022-08-03,-0.007424009432775246,-1.9799995422363281,0.006999969482421875,1,-1.9799995422363281,Russia-Ukraine
2022-08-04,0.01720048045395003,-0.5100002288818359,-0.07199978828430176,1,-0.5100002288818359,Russia-Ukraine
2022-08-05,-0.008760642024044224,-0.29000091552734375,0.1639997959136963,1,-0.29000091552734375,Russia-Ukraine
2022-08-08,0.007809700130070115,0.1400012969970703,-0.07499980926513672,1,0.1400012969970703,Russia-Ukraine
2022-08-09,0.004021425813643075,0.4799995422363281,0.031999826431274414,1,0.4799995422363281,Russia-Ukraine
2022-08-10,0.0008914506924313416,-2.030000686645508,-0.010999917984008789,1,-2.030000686645508,Russia-Ukraine
2022-08-11,-0.003291233570665182,0.46000099182128906,0.10199999809265137,1,0.46000099182128906,Russia-Ukraine
2022-08-12,0.004960590165981755,-0.6700000762939453,-0.03900003433227539,1,-0.6700000762939453,Russia-Ukraine
2022-08-15,-0.009608985203734186,0.4200000762939453,-0.05800008773803711,1,0.4200000762939453,Russia-Ukraine
2022-08-16,-0.0046137893685845414,-0.26000022888183594,0.03299999237060547,1,-0.26000022888183594,Russia-Ukraine
2022-08-17,-0.007301519543719817,0.20999908447265625,0.0690000057220459,1,0.20999908447265625,Russia-Ukraine
2022-08-18,-0.002844466510612898,-0.3400001525878906,-0.012999773025512695,1,-0.3400001525878906,Russia-Ukraine
2022-08-19,-0.00439640617260913,1.0400009155273438,0.10899996757507324,1,1.0400009155273438,Russia-Ukraine
2022-08-22,-0.00781252576674173,3.1999988555908203,0.04799985885620117,1,3.1999988555908203,Russia-Ukraine
2022-08-23,0.007354692223817934,0.3100013732910156,0.01699995994567871,1,0.3100013732910156,Russia-Ukraine
2022-08-24,0.0005723115660449006,-1.2900009155273438,0.05200004577636719,1,-1.2900009155273438,Russia-Ukraine
2022-08-25,0.005648226308946638,-1.039999008178711,-0.07999992370605469,1,-1.039999008178711,Russia-Ukraine
2022-08-26,-0.012364904253983925,3.779998779296875,0.009000062942504883,1,3.779998779296875,Russia-Ukraine
2022-08-29,0.0002879603826907875,0.6499996185302734,0.07499980926513672,1,0.6499996185302734,Russia-Ukraine
2022-08-30,-0.007746165501607033,0.0,0.0,1,0.0,Russia-Ukraine
2022-08-31,-0.006053512283144235,-0.3399982452392578,0.023000001907348633,1,-0.3399982452392578,Russia-Ukraine
2025-10-02,-0.0072140776340165556,0.3399982452392578,-0.018000125885009766,0,0.0,US-MiddleEast
2025-10-03,0.010647104699776156,0.020000457763671875,0.031000137329101562,0,0.0,US-MiddleEast
2025-10-06,0.017294429424654912,-0.279998779296875,0.043000221252441406,0,-0.0,US-MiddleEast
2025-10-07,0.007091447444070091,0.8699989318847656,-0.03500032424926758,0,0.0,US-MiddleEast
2025-10-08,0.016633994907520277,-0.9400005340576172,0.0020003318786621094,0,-0.0,US-MiddleEast
2025-10-09,-0.024282758867578195,0.13000106811523438,0.018999576568603516,0,0.0,US-MiddleEast
